proverb_id,kikuyu_text,expert_translation,expert_cultural_meaning,raw_translation,raw_tokens_prompt,raw_tokens_completion,raw_tokens_total,raw_prompt_length,raw_error,trad_rag_translation,trad_rag_tokens_prompt,trad_rag_tokens_completion,trad_rag_tokens_total,trad_rag_prompt_length,trad_rag_retrieved_count,trad_rag_retrieved_ids,trad_rag_error,ograg_translation,ograg_explanation,ograg_tokens_prompt,ograg_tokens_completion,ograg_tokens_total,ograg_prompt_length,ograg_retrieved_count,ograg_retrieved_ids,ograg_concepts,ograg_error,total_tokens,estimated_cost,timestamp
MW_001,Aikaragia mbia ta njuu ngigi.,He looks after his money the way storks pursue locusts.,Whoever has much always wants more.,One does not hunt game by chasing after it.,44,10,54,86,,He looks after his money the way storks pursue locusts.,173,14,187,546,5,"MW_001,MW_002,MW_003,MW_004,MW_006",,He guards his wealth as a stork chases locusts.,"This proverb uses the metaphor of a stork relentlessly pursuing locusts to depict a person's insatiable desire for wealth. It reflects the cultural understanding that those who have wealth often crave more, and it serves as a caution against greed and possessiveness.",883,72,955,3951,5,"MW_001,MW_002,MW_003,MW_004,MW_006",wealth,,1196,0.04784,2025-11-04T07:55:54.303550
MW_002,Andu ni indo.,People are wealth.,,People are wealth.,35,4,39,70,,People are wealth.,170,4,174,568,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,People are the true wealth.,"This proverb emphasizes the Kikuyu cultural belief that wealth is not merely material possessions, but also includes social capital. In this context, people represent a form of wealth, as they offer insights, ideas, and opportunities that can lead to prosperity. The metaphor underscores the value of community and relationships in the Kikuyu culture.",984,79,1063,4421,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1276,0.05104,2025-11-04T07:56:03.045114
MW_003,Bururi uri ngui ndungiciarikira indo.,In an unstable country one cannot become wealthy,,"The country is like a beast, it does not vomit out its wealth.",42,16,58,94,,In an unstable country one cannot become wealthy.,177,9,186,592,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Wealth cannot sprout in a land of turmoil.,"This proverb emphasizes the importance of stability for prosperity. It suggests that in an environment of political, social, or economic instability, it's challenging to acquire wealth. The metaphor of ""sprouting"" is used to symbolize the growth or accumulation of wealth, which cannot happen in a ""land of turmoil"" - a place of instability or conflict.",991,85,1076,4445,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1320,0.05280000000000001,2025-11-04T07:56:11.409748
MW_004,Bururi uri ngui ndungiciarikira indo.,In an unstable country one cannot become wealthy.,Political stability facilitates wealth.,A country without a leader is like a house where liquor is brewed.,42,14,56,94,,In an unstable country one cannot become wealthy.,177,9,186,592,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Wealth cannot thrive in a land of chaos.,"This proverb emphasizes the importance of stability in society for wealth creation and prosperity. It suggests that in an environment of instability and conflict, it becomes difficult to accumulate wealth. The metaphor of ""land of chaos"" represents a society or country that is politically unstable or in conflict.",991,69,1060,4445,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1302,0.05208,2025-11-04T07:56:19.006107
MW_005,Cia kionje itigayagwo kiri muoyo/gitanakua.,The property of an invalid are not distributed while the person is still alive.,A poor man is unable to obtain any more than he possesses.,Things that are ignored when they are small grow/develop when they are alive.,49,16,65,100,,The property of an invalid are not distributed while the person is still alive.,184,15,199,598,5,"MW_005,MW_002,MW_003,MW_004,MW_006",,The belongings of the weak are not divided while they still breathe.,"This proverb emphasizes the cultural value of respecting the property of those who are vulnerable or less fortunate. It metaphorically refers to the weak or poor as ""invalid"" and their possessions as something not to be taken advantage of while they are still alive. This proverb teaches against fraudulent acquisition of property and encourages acquiring wealth through rightful means.",998,84,1082,4451,5,"MW_005,MW_002,MW_003,MW_004,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1346,0.053840000000000006,2025-11-04T07:56:26.123611
MW_006,Cia thuguri itiyuragia ikumbi,Bought things do not fill the granary.,One must work hard to achieve wealth.,The ways of a thief make him walk at night.,44,11,55,86,,Bought things do not fill the granary.,179,10,189,584,5,"MW_006,MW_002,MW_003,MW_004,MW_005",,Purchased goods do not fill the storehouse.,"This proverb emphasizes the cultural value of hard work and self-reliance in acquiring wealth. It suggests that one cannot truly amass wealth or prosperity through shortcuts or easy means, such as buying it. Instead, wealth is accumulated through personal effort and diligence. The metaphor of the storehouse being filled implies a sense of satisfaction and accomplishment that comes from personal labor.",993,88,1081,4437,5,"MW_006,MW_002,MW_003,MW_004,MW_005","ownership,poverty,utonga,wealth,wealth acquisition",,1325,0.053,2025-11-04T07:56:33.047887
MW_007,Ciira muingi/munene ni ukia.,A long lawsuit brings poverty.,Be quick to forgive.,Many hands make light work.,42,6,48,85,,A long lawsuit brings poverty.,173,6,179,574,5,"MW_007,MW_002,MW_003,MW_004,MW_005",,A drawn-out conflict breeds destitution.,"This proverb emphasizes the cultural value of resolving disputes quickly and amicably. The metaphor of a long lawsuit leading to poverty is used to illustrate the idea that prolonged conflicts can drain resources, both material and emotional, leading to a state of impoverishment. It promotes the cultural wisdom of forgiveness and reconciliation for the sake of communal harmony and prosperity.",1002,82,1084,4530,5,"MW_007,MW_002,MW_003,MW_004,MW_005","ownership,poverty,utonga,wealth,wealth acquisition",,1311,0.05244,2025-11-04T07:56:39.551794
MW_008,Ciringi imurikagwo na ingi.,"To get money, you have to spend money.","Use money, make money.",A small knife is sharpened on a big one.,42,11,53,84,,"To get money, you have to spend money.",161,10,171,516,5,"MW_007,MW_008,MW_002,MW_003,MW_004",,"To make wealth, you must first part with some.","This proverb emphasizes the cultural concept of investment in the Kikuyu community. It suggests that one has to spend or invest money in order to make more money, reflecting the principle of wealth acquisition and money management. The metaphor of parting with money to make wealth underscores the idea of sacrifice and risk-taking in the pursuit of prosperity.",984,84,1068,4428,5,"MW_007,MW_008,MW_002,MW_003,MW_004","money management,poverty,utonga,wealth,wealth acquisition",,1292,0.051680000000000004,2025-11-04T07:56:48.959431
MW_009,Gicigo kia mugunda gitinyihaga.,A piece of land is not a little thing.,"Life has no rest, only toil.",The fence of the homestead is made from the trees within it.,42,14,56,88,,A piece of land is not a little thing.,177,10,187,588,5,"MW_009,MW_002,MW_003,MW_004,MW_005",,No plot of land is too small to cultivate.,"This proverb emphasizes the cultural importance of land in the Kikuyu community, regardless of its size. It conveys the idea that every piece of land, no matter how small, has potential for cultivation and can contribute to wealth and prosperity. It also underlines the values of hard work and resourcefulness, as it suggests that one must toil and make the most of what they have.",997,95,1092,4448,5,"MW_009,MW_002,MW_003,MW_004,MW_005","ownership,poverty,utonga,wealth,wealth acquisition",,1335,0.0534,2025-11-04T07:56:55.912243
MW_010,Githaka ni ngwatira.,Land is inalienable (from the clan).,Owning property is a right.,A farm is a shield.,38,6,44,77,,Land is inalienable (from the clan).,169,10,179,564,5,"MW_010,MW_002,MW_003,MW_004,MW_005",,Land is the clan's heart.,"This proverb emphasizes the cultural significance of land ownership in the Kikuyu community. Land is not just a piece of property, but a symbol of identity, heritage, and social standing. It is deeply tied to the clan and cannot be alienated from it, much like a heart cannot be separated from the body. The metaphor of the heart underscores the vital importance of land to the clan's survival and prosperity.",1002,96,1098,4491,5,"MW_010,MW_002,MW_003,MW_004,MW_005","ownership,poverty,self-reliance,utonga,wealth,wealth acquisition",,1321,0.05284,2025-11-04T07:57:03.602672
MW_011,Gitonga kigiragio iganjo gikaarima,The rich man cannot be prevented from cultivating the “iganjo”he wants.,Might is right.,Wealth that makes noise is eaten while the silent one grows.,45,13,58,91,,Wealth that is boasted about does not cultivate a field.,180,12,192,589,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,"Wealth is like a shadow, it grows with the day.","This Kikuyu proverb uses the metaphor of a shadow growing with the day to illustrate the idea that wealth, like a shadow, is not instant but grows gradually over time. It emphasizes the cultural value of patience, hard work, and the understanding that wealth accumulation is a process, not an event. This is in line with the Kikuyu cultural concept of 'utonga' which views wealth not just in terms of material possessions but also in terms of social capital.",994,114,1108,4442,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1358,0.05432000000000001,2025-11-04T07:57:10.879202
